name2	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds
SHROOM4	NM_020717	chrX	-	50591644	50814044	50596694	50814018	9	50591644,50598265,50602632,50607380,50627613,50633177,50638173,50695785,50813901,	50596964,50598535,50602813,50608184,50627675,50635668,50638308,50695937,50814044,
BMP15	NM_005448	chrX	+	50910734	50916641	50910783	50916607	2	50910734,50915756,	50911111,50916641,
NUDT10	NM_153183	chrX	+	51332230	51337525	51332965	51336239	3	51332230,51332882,51336238,	51332367,51333459,51337525,
NUDT10	NM_001304963	chrX	+	51332821	51337525	51332965	51336239	2	51332821,51336238,	51333459,51337525,
EZHIP	NM_203407	chrX	+	51406947	51408841	51407016	51408528	1	51406947,	51408841,
NUDT11	NM_018159	chrX	-	51490010	51496592	51491748	51496444	2	51490010,51495950,	51491749,51496592,
GSPT2	NM_018094	chrX	+	51743441	51746230	51743626	51745513	1	51743441,	51746230,
MAGED1	NM_001005332	chrX	+	51803075	51902354	51894304	51901930	13	51803075,51894268,51895052,51896408,51897207,51897546,51897794,51898113,51898284,51898580,51900181,51901552,51902145,	51803117,51894349,51895760,51897077,51897271,51897626,51897886,51898193,51898327,51898643,51900296,51901938,51902354,
MAGED1	NM_001005333	chrX	+	51893622	51902354	51894304	51901930	14	51893622,51894268,51894626,51895052,51896408,51897207,51897546,51897794,51898113,51898284,51898580,51900181,51901552,51902145,	51893755,51894349,51894794,51895760,51897077,51897271,51897626,51897886,51898193,51898327,51898643,51900296,51901938,51902354,
MAGED1	NM_006986	chrX	+	51893622	51902354	51894304	51901930	13	51893622,51894268,51895052,51896408,51897207,51897546,51897794,51898113,51898284,51898580,51900181,51901552,51902145,	51893755,51894349,51895760,51897077,51897271,51897626,51897886,51898193,51898327,51898643,51900296,51901938,51902354,
MAGED4	NM_001098800	chrX	-	52061826	52069207	52062229	52068172	13	52061826,52062221,52062986,52064046,52064500,52064628,52065329,52065809,52066082,52066249,52066864,52067962,52069129,	52062038,52062664,52063101,52064109,52064543,52064708,52065421,52065889,52066146,52066453,52067698,52068173,52069207,
MAGED4B	NM_001242362	chrX	-	52061826	52069272	52062028	52068172	14	52061826,52062233,52062986,52063702,52064046,52064500,52064628,52065329,52065809,52066082,52066249,52066864,52067962,52069129,	52062038,52062664,52063101,52063750,52064109,52064543,52064708,52065421,52065889,52066146,52066453,52067698,52068224,52069272,
MAGED4	NM_001272061	chrX	-	52061826	52069272	52062028	52068172	14	52061826,52062233,52062986,52063702,52064046,52064500,52064628,52065329,52065809,52066082,52066249,52066864,52067962,52069129,	52062038,52062664,52063101,52063750,52064109,52064543,52064708,52065421,52065889,52066146,52066453,52067698,52068224,52069272,
MAGED4B	NM_030801	chrX	-	52061826	52069272	52062028	52068172	13	52061826,52062233,52062986,52064046,52064500,52064628,52065329,52065809,52066082,52066249,52066864,52067962,52069129,	52062038,52062664,52063101,52064109,52064543,52064708,52065421,52065889,52066146,52066453,52067698,52068203,52069272,
MAGED4B	NM_177535	chrX	-	52061826	52069272	52062028	52068172	13	52061826,52062233,52062986,52064046,52064500,52064628,52065329,52065809,52066082,52066249,52066864,52067962,52069129,	52062038,52062664,52063101,52064109,52064543,52064708,52065421,52065889,52066146,52066453,52067698,52068173,52069272,
MAGED4B	NM_177537	chrX	-	52061826	52069272	52062229	52068172	13	52061826,52062221,52062986,52064046,52064500,52064628,52065329,52065809,52066082,52066249,52066864,52067962,52069129,	52062038,52062664,52063101,52064109,52064543,52064708,52065421,52065889,52066146,52066453,52067698,52068173,52069272,
MAGED4B	NM_001242362	chrX	+	52184822	52192268	52185922	52192066	14	52184822,52185870,52186396,52187641,52187948,52188205,52188673,52189386,52189551,52189985,52190344,52190993,52191430,52192056,	52184965,52186132,52187230,52187845,52188012,52188285,52188765,52189466,52189594,52190048,52190392,52191108,52191861,52192268,
MAGED4	NM_001272061	chrX	+	52184822	52192268	52185922	52192066	14	52184822,52185870,52186396,52187641,52187948,52188205,52188673,52189386,52189551,52189985,52190344,52190993,52191430,52192056,	52184965,52186132,52187230,52187845,52188012,52188285,52188765,52189466,52189594,52190048,52190392,52191108,52191861,52192268,
MAGED4B	NM_030801	chrX	+	52184822	52192268	52185922	52192066	13	52184822,52185891,52186396,52187641,52187948,52188205,52188673,52189386,52189551,52189985,52190993,52191430,52192056,	52184965,52186132,52187230,52187845,52188012,52188285,52188765,52189466,52189594,52190048,52191108,52191861,52192268,
MAGED4B	NM_177535	chrX	+	52184822	52192268	52185922	52192066	13	52184822,52185921,52186396,52187641,52187948,52188205,52188673,52189386,52189551,52189985,52190993,52191430,52192056,	52184965,52186132,52187230,52187845,52188012,52188285,52188765,52189466,52189594,52190048,52191108,52191861,52192268,
MAGED4B	NM_177537	chrX	+	52184822	52192268	52185922	52191865	13	52184822,52185921,52186396,52187641,52187948,52188205,52188673,52189386,52189551,52189985,52190993,52191430,52192056,	52184965,52186132,52187230,52187845,52188012,52188285,52188765,52189466,52189594,52190048,52191108,52191873,52192268,
MAGED4	NM_001098800	chrX	+	52184887	52192268	52185922	52191865	13	52184887,52185921,52186396,52187641,52187948,52188205,52188673,52189386,52189551,52189985,52190993,52191430,52192056,	52184965,52186132,52187230,52187845,52188012,52188285,52188765,52189466,52189594,52190048,52191108,52191873,52192268,
XAGE2	NM_130777	chrX	+	52369020	52375679	52370014	52375591	5	52369020,52370006,52370566,52372543,52375568,	52369214,52370095,52370672,52372669,52375679,
XAGE1B	NM_001097604	chrX	+	52495667	52500811	52497361	52500724	4	52495667,52497315,52497984,52500701,	52495909,52497457,52498111,52500811,
XAGE1A	NM_001097594	chrX	+	52495807	52500811	52497361	52500724	4	52495807,52497315,52497984,52500701,	52495909,52497457,52498111,52500811,
XAGE1A	NM_001097596	chrX	+	52495807	52500811	52497361	52498082	4	52495807,52497315,52497984,52500701,	52495909,52497473,52498111,52500811,
XAGE1B	NM_001097605	chrX	+	52495820	52500811	52497361	52498082	4	52495820,52497315,52497984,52500701,	52495909,52497473,52498111,52500811,
XAGE1A	NM_001097594	chrX	-	52512077	52517081	52512164	52515527	4	52512077,52514777,52515431,52516979,	52512187,52514904,52515573,52517081,
XAGE1A	NM_001097596	chrX	-	52512077	52517081	52514806	52515527	4	52512077,52514777,52515415,52516979,	52512187,52514904,52515573,52517081,
XAGE1B	NM_001097604	chrX	-	52512077	52517221	52512164	52515527	4	52512077,52514777,52515431,52516979,	52512187,52514904,52515573,52517221,
XAGE1B	NM_001097605	chrX	-	52512077	52517068	52514806	52515527	4	52512077,52514777,52515415,52516979,	52512187,52514904,52515573,52517068,
SSX7	NM_173358	chrX	-	52644060	52654900	52645442	52653472	8	52644060,52645438,52648260,52650352,52652251,52652869,52653403,52654761,	52644670,52645543,52648396,52650402,52652347,52652984,52653492,52654900,
SSX2B	NM_001164417	chrX	-	52696895	52707178	52697987	52705749	8	52696895,52697983,52700442,52702580,52704496,52705127,52705680,52707111,	52697518,52698088,52700578,52702630,52704592,52705242,52705769,52707178,
SSX2B	NM_001278701	chrX	-	52696895	52707178	52698028	52705749	9	52696895,52697983,52698785,52700442,52702580,52704496,52705127,52705680,52707111,	52697518,52698088,52698931,52700578,52702630,52704592,52705242,52705769,52707178,
SSX2	NM_003147	chrX	-	52696895	52707227	52698028	52705749	9	52696895,52697983,52698785,52700442,52702580,52704496,52705127,52705680,52707111,	52697518,52698088,52698931,52700578,52702630,52704592,52705242,52705769,52707227,
SSX2	NM_175698	chrX	-	52696895	52707227	52697987	52705749	8	52696895,52697983,52700442,52702580,52704496,52705127,52705680,52707111,	52697518,52698088,52700578,52702630,52704592,52705242,52705769,52707227,
SSX2	NM_003147	chrX	+	52751202	52761536	52752680	52760403	9	52751202,52752660,52753187,52753837,52755799,52757853,52759500,52760343,52760913,	52751318,52752749,52753302,52753933,52755849,52757989,52759646,52760448,52761536,
SSX2	NM_175698	chrX	+	52751202	52761536	52752680	52760444	8	52751202,52752660,52753187,52753837,52755799,52757853,52760343,52760913,	52751318,52752749,52753302,52753933,52755849,52757989,52760448,52761536,
SSX2B	NM_001164417	chrX	+	52751251	52761536	52752680	52760444	8	52751251,52752660,52753187,52753837,52755799,52757853,52760343,52760913,	52751318,52752749,52753302,52753933,52755849,52757989,52760448,52761536,
SSX2B	NM_001278701	chrX	+	52751251	52761536	52752680	52760403	9	52751251,52752660,52753187,52753837,52755799,52757853,52759500,52760343,52760913,	52751318,52752749,52753302,52753933,52755849,52757989,52759646,52760448,52761536,
SPANXN5	NM_001009616	chrX	-	52796143	52797427	52796487	52797348	2	52796143,52797273,	52796631,52797427,
XAGE5	NM_130775	chrX	+	52812203	52818298	52812566	52818213	5	52812203,52812558,52813139,52815091,52818190,	52812260,52812638,52813245,52815217,52818298,
XAGE3	NM_130776	chrX	-	52862528	52867301	52862617	52867133	5	52862528,52864774,52866432,52867052,52867249,	52862640,52864900,52866538,52867141,52867301,
XAGE3	NM_133179	chrX	-	52862528	52868083	52862617	52867133	5	52862528,52864774,52866432,52867052,52868005,	52862640,52864900,52866538,52867141,52868083,
FAM156B	NM_001321181	chrX	+	52891591	52908558	52907225	52907867	4	52891591,52899058,52900567,52907108,	52891730,52899541,52900660,52908558,
FAM156B	NM_001321186	chrX	+	52891591	52908558	52907225	52907867	4	52891591,52899467,52900567,52907108,	52891730,52899541,52900660,52908558,
FAM156B	NM_001321183	chrX	+	52896940	52908558	52907225	52907867	4	52896940,52899467,52900567,52907108,	52897190,52899541,52900660,52908558,
FAM156A	NM_001242491	chrX	+	52897295	52908558	52907225	52907867	3	52897295,52899058,52907108,	52897409,52899541,52908558,
FAM156B	NM_001321178	chrX	+	52897295	52908558	52907225	52907867	3	52897295,52900567,52907108,	52899541,52900660,52908558,
FAM156B	NM_001321179	chrX	+	52897295	52908558	52907225	52907867	4	52897295,52899467,52900567,52907108,	52898726,52899541,52900660,52908558,
FAM156B	NM_001321182	chrX	+	52897340	52908558	52907225	52907867	3	52897340,52899058,52907108,	52897409,52899541,52908558,
FAM156B	NM_001321187	chrX	+	52897340	52908558	52907225	52907867	4	52897340,52899467,52900567,52907108,	52897409,52899541,52900660,52908558,
FAM156B	NM_001321188	chrX	+	52898154	52908558	52907225	52907867	4	52898154,52899467,52900567,52907108,	52898212,52899541,52900660,52908558,
FAM156B	NM_001321180	chrX	+	52898566	52908558	52907225	52907867	4	52898566,52899058,52900567,52907108,	52898726,52899541,52900660,52908558,
FAM156B	NM_001099684	chrX	+	52899058	52908558	52907225	52907867	3	52899058,52900570,52907108,	52899541,52900660,52908558,
FAM156B	NM_001099684	chrX	-	52947255	52956755	52947946	52948588	3	52947255,52955153,52956272,	52948705,52955243,52956755,
FAM156A	NM_001242489	chrX	-	52947255	52995472	52947946	52948588	3	52947255,52956272,52995305,	52948705,52956755,52995472,
FAM156A	NM_001242490	chrX	-	52947255	52995472	52947946	52948588	4	52947255,52955153,52956272,52995414,	52948705,52955246,52956755,52995472,
FAM156A	NM_001242491	chrX	-	52947255	52958518	52947946	52948588	3	52947255,52956272,52958404,	52948705,52956755,52958518,
FAM156A	NM_001242492	chrX	-	52947255	52995472	52947946	52948588	5	52947255,52955153,52956272,52964083,52995305,	52948705,52955243,52956346,52964235,52995472,
FAM156A	NM_001242493	chrX	-	52947255	52995472	52947946	52948588	5	52947255,52955153,52956272,52957087,52995414,	52948705,52955246,52956346,52957238,52995472,
FAM156A	NM_001242494	chrX	-	52947255	52995472	52947946	52948588	4	52947255,52955153,52956272,52995305,	52948705,52955246,52956346,52995472,
FAM156A	NM_001242495	chrX	-	52947255	52995472	52947946	52948588	3	52947255,52956272,52995305,	52948705,52956346,52995472,
FAM156A	NM_001242496	chrX	-	52947255	52995472	52947946	52948588	4	52947255,52955153,52956272,52995414,	52948705,52955246,52956346,52995472,
FAM156A	NM_001242497	chrX	-	52947255	52995472	52947946	52948588	3	52947255,52956272,52995414,	52948705,52956346,52995472,
FAM156B	NM_001321178	chrX	-	52947255	52958518	52947946	52948588	3	52947255,52955153,52956272,	52948705,52955246,52958518,
FAM156B	NM_001321179	chrX	-	52947255	52958518	52947946	52948588	4	52947255,52955153,52956272,52957087,	52948705,52955246,52956346,52958518,
FAM156B	NM_001321180	chrX	-	52947255	52957247	52947946	52948588	4	52947255,52955153,52956272,52957087,	52948705,52955246,52956755,52957247,
FAM156B	NM_001321181	chrX	-	52947255	52964222	52947946	52948588	4	52947255,52955153,52956272,52964083,	52948705,52955246,52956755,52964222,
FAM156B	NM_001321182	chrX	-	52947255	52958473	52947946	52948588	3	52947255,52956272,52958404,	52948705,52956755,52958473,
FAM156B	NM_001321183	chrX	-	52947255	52958873	52947946	52948588	4	52947255,52955153,52956272,52958623,	52948705,52955246,52956346,52958873,
FAM156B	NM_001321186	chrX	-	52947255	52964222	52947946	52948588	4	52947255,52955153,52956272,52964083,	52948705,52955246,52956346,52964222,
FAM156B	NM_001321187	chrX	-	52947255	52958473	52947946	52948588	4	52947255,52955153,52956272,52958404,	52948705,52955246,52956346,52958473,
FAM156B	NM_001321188	chrX	-	52947255	52957659	52947946	52948588	4	52947255,52955153,52956272,52957601,	52948705,52955246,52956346,52957659,
FAM156A	NM_014138	chrX	-	52947255	52995472	52947946	52948588	5	52947255,52955153,52956272,52957087,52995414,	52948705,52955246,52956755,52957238,52995472,
GPR173	NM_018969	chrX	+	53048788	53080614	53076621	53077743	2	53048788,53076524,	53049484,53080614,
TSPYL2	NM_022117	chrX	+	53082366	53088540	53082498	53087939	7	53082366,53084544,53084754,53084953,53085226,53085630,53087775,	53083305,53084622,53084866,53085099,53085321,53086310,53088540,
KDM5C	NM_001146702	chrX	-	53192158	53225207	53192743	53224889	24	53192158,53193497,53193781,53194138,53194930,53195230,53195915,53196685,53197770,53198489,53198763,53198976,53201549,53201853,53210413,53210675,53211496,53211786,53214688,53215794,53216073,53217142,53217795,53224739,	53192837,53193636,53193851,53194738,53195068,53195410,53196054,53197044,53197876,53198637,53198888,53199158,53201744,53201973,53210576,53210857,53211655,53211906,53214847,53215976,53216197,53217277,53217966,53225207,
KDM5C	NM_001282622	chrX	-	53192158	53225207	53192966	53224889	26	53192158,53193436,53193772,53194138,53194930,53195230,53195915,53196685,53197770,53198489,53198763,53198976,53201549,53201853,53210413,53210675,53211496,53211786,53214688,53215794,53216073,53217142,53217795,53218275,53220838,53224739,	53193332,53193636,53193851,53194738,53195068,53195410,53196054,53197044,53197876,53198637,53198888,53199158,53201744,53201973,53210576,53210857,53211655,53211906,53214847,53215976,53216197,53217274,53217966,53218398,53220916,53225207,
KDM5C	NM_004187	chrX	-	53192158	53225207	53192966	53224889	26	53192158,53193436,53193772,53194138,53194930,53195230,53195915,53196685,53197770,53198489,53198763,53198976,53201549,53201853,53210413,53210675,53211496,53211786,53214688,53215794,53216073,53217142,53217795,53218275,53220838,53224739,	53193332,53193636,53193851,53194738,53195068,53195410,53196054,53197044,53197876,53198637,53198888,53199158,53201744,53201973,53210576,53210857,53211655,53211906,53214847,53215976,53216197,53217277,53217966,53218398,53220916,53225207,
IQSEC2	NM_001111125	chrX	-	53232875	53321350	53234218	53321123	15	53232875,53235782,53236321,53238144,53239194,53241783,53243331,53246968,53248113,53248720,53250278,53254529,53255799,53291894,53320416,	53235184,53235832,53236495,53238306,53239294,53241909,53243471,53247135,53248236,53248882,53251174,53254931,53256061,53291924,53321350,
IQSEC2	NM_015075	chrX	-	53232875	53281584	53235170	53281521	14	53232875,53236321,53238144,53239194,53241783,53243331,53246968,53248113,53248720,53250278,53254529,53255799,53279563,53281495,	53235184,53236495,53238306,53239294,53241909,53243471,53247135,53248236,53248882,53251174,53254931,53256061,53279659,53281584,
SMC1A	NM_001281463	chrX	-	53374148	53422728	53380102	53421937	26	53374148,53380619,53381017,53382231,53382505,53383096,53394777,53396226,53396471,53399588,53403565,53403776,53405011,53405244,53405492,53405770,53409061,53409420,53411760,53411994,53412899,53413231,53414757,53414980,53421894,53422491,	53380186,53380730,53381087,53382383,53382660,53383253,53394888,53396380,53396617,53399730,53403672,53403893,53405149,53405391,53405672,53405956,53409269,53409503,53411901,53412253,53413138,53413435,53414870,53415169,53422040,53422728,
SMC1A	NM_006306	chrX	-	53374148	53422654	53380102	53422600	25	53374148,53380619,53381017,53382231,53382505,53383096,53394777,53396226,53396471,53399588,53403565,53403776,53405011,53405244,53405492,53405770,53409061,53409420,53411760,53411994,53412899,53413231,53414757,53414980,53422491,	53380186,53380730,53381087,53382383,53382660,53383253,53394888,53396380,53396617,53399730,53403672,53403893,53405149,53405391,53405672,53405956,53409269,53409503,53411901,53412253,53413138,53413435,53414870,53415169,53422654,
RIBC1	NM_001267053	chrX	+	53422855	53431120	53426276	53430794	6	53422855,53423313,53426276,53428002,53429853,53430395,	53423004,53423402,53426393,53428084,53429972,53431120,
RIBC1	NM_001031745	chrX	+	53422872	53431115	53426276	53430988	8	53422872,53423313,53426276,53428002,53428282,53429853,53430395,53430906,	53423004,53423402,53426393,53428084,53428627,53429972,53430790,53431115,
RIBC1	NM_144968	chrX	+	53422872	53429828	53426276	53428662	5	53422872,53423313,53426276,53428002,53428282,	53423004,53423402,53426393,53428084,53429828,
HSD17B10	NM_001037811	chrX	-	53431257	53434376	53431403	53434345	6	53431257,53431824,53431987,53432246,53433721,53434318,	53431594,53431906,53432116,53432411,53433886,53434376,
HSD17B10	NM_004493	chrX	-	53431260	53434370	53431403	53434345	6	53431260,53431797,53431987,53432246,53433721,53434318,	53431594,53431906,53432116,53432411,53433886,53434370,
HUWE1	NM_031407	chrX	-	53532095	53686719	53533308	53654107	84	53532095,53534006,53534515,53535383,53536146,53536379,53537555,53538336,53538834,53539656,53542442,53543840,53544559,53545028,53546435,53546703,53547672,53548958,53550665,53550900,53551265,53552310,53552637,53554632,53557381,53558654,53558970,53559353,53560187,53561755,53562110,53562830,53563745,53564573,53565066,53568691,53569615,53573749,53575154,53575642,53576899,53580830,53583557,53584185,53585011,53586489,53586781,53588381,53589546,53590403,53590999,53592397,53593363,53594498,53595186,53600117,53602563,53603367,53604588,53607522,53608851,53614533,53615743,53616969,53617339,53624594,53625156,53627409,53627738,53628492,53628751,53629515,53630934,53631413,53631566,53632486,53634235,53645310,53647367,53648211,53654062,53680048,53686269,53686587,	53533411,53534197,53534697,53535501,53536252,53536667,53537696,53538454,53539080,53539812,53542539,53543968,53544762,53545161,53546592,53546825,53548273,53549505,53550768,53551189,53551480,53552441,53552893,53554920,53557427,53558809,53559060,53559532,53560416,53561924,53562244,53562929,53563821,53564722,53565239,53568874,53569827,53573964,53575221,53575788,53577067,53581026,53583916,53584345,53585188,53586571,53586909,53588534,53589816,53590499,53591122,53592628,53593601,53594621,53595403,53600309,53602658,53603501,53604834,53607699,53608909,53614745,53615835,53617147,53617446,53624675,53625258,53627515,53627879,53628620,53628902,53629616,53631034,53631482,53631614,53632564,53634298,53645463,53647574,53648310,53654131,53680186,53686368,53686719,
PHF8	NM_001184896	chrX	-	53936679	54045136	53939157	54044890	22	53936679,53940179,53944133,53962843,53984913,53985815,53987077,53987765,53992735,53993600,53995692,53999869,54002154,54002594,54011121,54014376,54016594,54017660,54022258,54022757,54042630,54044874,	53939246,53940516,53944243,53962939,53985227,53985949,53987163,53987944,53992839,53993903,53995782,53999961,54002261,54002682,54011284,54014563,54016736,54017821,54022367,54022843,54042820,54045136,
PHF8	NM_001184897	chrX	-	53936679	54044174	53937980	54042728	22	53936679,53939161,53940179,53944133,53962843,53984913,53985815,53987077,53987765,53992735,53995692,53999869,54002154,54002594,54011121,54014376,54016594,54017660,54022258,54022757,54042630,54043761,	53938059,53939246,53940516,53944243,53962939,53985227,53985949,53987163,53987944,53992839,53995782,53999961,54002261,54002682,54011284,54014563,54016736,54017821,54022367,54022843,54042820,54044174,
PHF8	NM_015107	chrX	-	53936679	54044473	53939157	54042728	22	53936679,53940179,53944133,53962843,53984913,53985815,53987077,53987765,53992735,53993600,53995692,53999869,54002154,54002594,54011121,54014376,54016594,54017660,54022258,54022757,54042630,54043761,	53939246,53940516,53944243,53962939,53985227,53985949,53987163,53987944,53992839,53993903,53995782,53999961,54002261,54002682,54011284,54014563,54016736,54017821,54022367,54022843,54042820,54044473,
PHF8	NM_001184898	chrX	-	53942614	54043147	53943363	54042728	22	53942614,53944133,53962843,53984913,53985744,53985906,53987077,53987765,53992735,53993600,53995692,53999869,54002154,54002594,54011121,54014376,54016594,54017660,54022258,54022757,54042630,54043110,	53943402,53944243,53962939,53985227,53985784,53985949,53987163,53987944,53992839,53993903,53995782,53999961,54002261,54002682,54011284,54014563,54016736,54017821,54022367,54022843,54042820,54043147,
FAM120C	NM_001300788	chrX	-	54068323	54183254	54073223	54183198	14	54068323,54080231,54081321,54091311,54116544,54132691,54133772,54134830,54135527,54136490,54151244,54157688,54159369,54182499,	54073287,54080289,54081460,54091426,54116794,54132863,54134046,54135111,54135604,54136590,54151373,54157771,54159616,54183254,
FAM120C	NM_017848	chrX	-	54068323	54183254	54073032	54183198	16	54068323,54080231,54081321,54085714,54087754,54091311,54116544,54132691,54133772,54134830,54135527,54136490,54151244,54157688,54159369,54182499,	54073287,54080289,54081460,54085916,54087964,54091426,54116794,54132863,54134046,54135111,54135604,54136590,54151373,54157771,54159616,54183254,
FAM120C	NM_198456	chrX	-	54173790	54183254	54174128	54183198	2	54173790,54182499,	54174146,54183254,
WNK3	NM_001002838	chrX	-	54192822	54358046	54198323	54333673	23	54192822,54201990,54232808,54236937,54238341,54239008,54248696,54249993,54251398,54251531,54253958,54255739,54259273,54292887,54293133,54294552,54298174,54301770,54307921,54309094,54311118,54333136,54357685,	54198653,54202193,54233020,54237551,54238472,54239099,54249634,54250131,54251450,54251687,54254075,54255887,54259338,54293037,54293327,54294847,54298394,54301859,54308079,54309315,54311291,54333792,54358046,
WNK3	NM_020922	chrX	-	54192822	54358005	54198323	54333673	24	54192822,54201990,54228713,54232808,54236937,54238341,54238867,54248696,54249993,54251398,54251531,54253958,54255739,54259273,54292887,54293133,54294552,54298174,54301770,54307921,54309094,54311118,54333136,54357685,	54198653,54202193,54228743,54233020,54237551,54238472,54239099,54249634,54250131,54251450,54251687,54254075,54255887,54259338,54293037,54293327,54294847,54298394,54301859,54308079,54309315,54311291,54333792,54358005,
TSR2	NM_058163	chrX	+	54440403	54448027	54440421	54444550	5	54440403,54440689,54443399,54444007,54444415,	54440502,54440780,54443491,54444184,54448027,
FGD1	NM_004463	chrX	-	54445453	54496234	54446108	54495432	18	54445453,54447310,54448805,54449142,54449658,54450270,54455447,54455691,54456219,54456508,54465450,54465695,54467783,54468786,54470015,54470582,54471313,54495125,	54446414,54447454,54448967,54449268,54449760,54450301,54455527,54455784,54456366,54456567,54465589,54465852,54467932,54468876,54470457,54470760,54471487,54496234,
GNL3L	NM_001184819	chrX	+	54530218	54567289	54532566	54560602	16	54530218,54532519,54539039,54540134,54541272,54542954,54543206,54544222,54548228,54550962,54551567,54551831,54552291,54554564,54558435,54560519,	54530419,54532585,54539101,54540242,54541389,54543038,54543342,54544326,54548373,54551050,54551742,54551974,54552428,54554692,54558655,54567289,
GNL3L	NM_019067	chrX	+	54530218	54567289	54532566	54560602	16	54530218,54532519,54539039,54540134,54541272,54542954,54543206,54544222,54548228,54550962,54551567,54551831,54552291,54554564,54558435,54560519,	54530302,54532585,54539101,54540242,54541389,54543038,54543342,54544326,54548373,54551050,54551742,54551974,54552428,54554692,54558655,54567289,
ITIH6	NM_198510	chrX	-	54748917	54798255	54749894	54798210	13	54748917,54751002,54753650,54753929,54755016,54756964,54759755,54774080,54788479,54790836,54791925,54796941,54798108,	54750106,54751380,54753764,54753965,54755109,54758998,54759927,54774197,54788649,54791084,54792036,54797096,54798255,
MAGED2	NM_177433	chrX	+	54807744	54816015	54809331	54815682	13	54807744,54809302,54809721,54810820,54811249,54811573,54812156,54812944,54813117,54813487,54814660,54815247,54815880,	54807802,54809376,54810213,54811129,54811313,54811653,54812251,54813024,54813160,54813550,54814775,54815690,54816015,
MAGED2	NM_014599	chrX	+	54808345	54816015	54809331	54815682	13	54808345,54809302,54809721,54810820,54811249,54811573,54812156,54812944,54813117,54813487,54814660,54815247,54815880,	54808433,54809376,54810213,54811129,54811313,54811653,54812251,54813024,54813160,54813550,54814775,54815690,54816015,
MAGED2	NM_201222	chrX	+	54809080	54816015	54809331	54815682	13	54809080,54809302,54809721,54810820,54811249,54811573,54812156,54812944,54813117,54813487,54814660,54815247,54815880,	54809223,54809376,54810213,54811129,54811313,54811653,54812251,54813024,54813160,54813550,54814775,54815690,54816015,
TRO	NM_001271183	chrX	+	54920562	54931431	54924990	54931020	11	54920562,54924450,54924669,54924988,54925591,54926409,54926582,54927042,54927666,54928602,54931203,	54920878,54924555,54924733,54925068,54925683,54926489,54926625,54927105,54927781,54931031,54931431,
TRO	NM_001039705	chrX	+	54920823	54931431	54922246	54931020	13	54920823,54922202,54922577,54924450,54924669,54924988,54925591,54926409,54926582,54927042,54927666,54928602,54931203,	54920878,54922291,54923768,54924555,54924733,54925068,54925683,54926489,54926625,54927105,54927781,54931031,54931431,
TRO	NM_001271184	chrX	+	54920823	54931431	54922246	54931020	12	54920823,54922217,54924450,54924669,54924988,54925591,54926409,54926582,54927042,54927666,54928602,54931203,	54920965,54922291,54924555,54924733,54925068,54925683,54926489,54926625,54927105,54927781,54931031,54931431,
TRO	NM_016157	chrX	+	54920823	54931431	54922246	54931338	13	54920823,54922202,54922577,54924450,54924669,54924988,54925591,54926409,54926582,54927042,54927666,54928602,54931203,	54920878,54922291,54923768,54924555,54924733,54925068,54925683,54926489,54926625,54927105,54927781,54928710,54931431,
TRO	NM_177556	chrX	+	54920823	54931431	54922246	54931338	13	54920823,54922217,54922577,54924450,54924669,54924988,54925591,54926409,54926582,54927042,54927666,54928602,54931203,	54920878,54922291,54923768,54924555,54924733,54925068,54925683,54926489,54926625,54927105,54927781,54928710,54931431,
TRO	NM_177557	chrX	+	54920823	54931431	54922246	54931338	12	54920823,54922217,54924450,54924669,54924988,54925591,54926409,54926582,54927042,54927666,54928602,54931203,	54920878,54922291,54924555,54924733,54925068,54925683,54926489,54926625,54927105,54927781,54928710,54931431,
PFKFB1	NM_002625	chrX	-	54932960	54994188	54933402	54994007	14	54932960,54933820,54934946,54937594,54945438,54949074,54951904,54956152,54958305,54958850,54959826,54960823,54963256,54993910,	54933462,54933885,54935009,54937724,54945543,54949221,54952112,54956274,54958362,54958925,54959893,54960917,54963382,54994188,
PFKFB1	NM_001271805	chrX	-	54933133	54998534	54933402	54998433	13	54933133,54933820,54934946,54937594,54945438,54949074,54951904,54956152,54958305,54958850,54959826,54960823,54998405,	54933462,54933885,54935009,54937724,54945543,54949221,54952112,54956274,54958362,54958925,54959893,54960917,54998534,
APEX2	NM_014481	chrX	+	55000362	55009057	55000422	55007435	6	55000362,55001545,55002250,55002961,55003798,55006517,	55000579,55001629,55002431,55003108,55003868,55009057,
ALAS2	NM_000032	chrX	-	55009054	55030977	55009179	55026000	11	55009054,55013485,55014746,55015577,55017485,55020319,55021051,55023756,55024717,55025819,55030941,	55009343,55013648,55015015,55015742,55017665,55020504,55021274,55023867,55024840,55026015,55030977,
ALAS2	NM_001037967	chrX	-	55009054	55030977	55009179	55026000	10	55009054,55013485,55014746,55015577,55017485,55020319,55021051,55024717,55025819,55030941,	55009343,55013648,55015015,55015742,55017665,55020504,55021274,55024840,55026015,55030977,
ALAS2	NM_001037968	chrX	-	55009054	55030977	55009179	55027807	11	55009054,55013485,55014746,55015577,55017485,55020319,55021051,55024717,55025819,55027750,55030941,	55009343,55013648,55015015,55015742,55017665,55020504,55021274,55024840,55026015,55027857,55030977,
PAGE2B	NM_001015038	chrX	+	55075029	55078909	55076041	55078798	5	55075029,55076033,55076568,55077398,55078781,	55075114,55076125,55076677,55077524,55078909,
